NUMBER_OF_CLASSES,NUMBER_OF_TEST_CLASSES,NUMBER_OF_COMPONENTS,NUMBER_OF_UNIT_TEST_CASES,AMBIGUITY_GROUPS,INFORMATION_GAIN,RHO
5,113,352,113,46.71306818181815,0.46205581722976996,0.09782280772325021
