NUMBER_OF_CLASSES,NUMBER_OF_TEST_CLASSES,NUMBER_OF_COMPONENTS,NUMBER_OF_UNIT_TEST_CASES,AMBIGUITY_GROUPS,INFORMATION_GAIN,RHO
5,264,352,264,40.21306818181813,0.36302721310437086,0.06922563705234161
