NUMBER_OF_CLASSES,NUMBER_OF_TEST_CLASSES,NUMBER_OF_COMPONENTS,NUMBER_OF_UNIT_TEST_CASES,AMBIGUITY_GROUPS,INFORMATION_GAIN,RHO
5,36,352,36,49.95454545454543,0.31659868110099754,0.057291666666666664
