NUMBER_OF_CLASSES,NUMBER_OF_TEST_CLASSES,NUMBER_OF_COMPONENTS,NUMBER_OF_UNIT_TEST_CASES,AMBIGUITY_GROUPS,INFORMATION_GAIN,RHO
5,275,352,275,40.21306818181813,0.36201781104972797,0.06895661157024793
