NUMBER_OF_CLASSES,NUMBER_OF_TEST_CLASSES,NUMBER_OF_COMPONENTS,NUMBER_OF_UNIT_TEST_CASES,AMBIGUITY_GROUPS,INFORMATION_GAIN,RHO
5,255,352,255,40.70170454545449,0.365124896609668,0.0697860962566845
